"indicator","PC1","PC2"
"IECO0001",0.766362245380769,44.8249694227727
"IECO0002",13.6121432712181,31.7333743849787
"IECO0005",26.7998893559498,0.307555219966437
"IECO0009",20.9242288651759,11.1605718970544
"IECO0018",10.5076294747167,10.1377056855017
"IECO0019",27.3897467875589,1.835823389726
