"indicator","PC1","PC2"
"ISOC0001",8.82363870017247,3.73529347182913
"ISOC0002",10.6572732489289,7.41309699740278
"ISOC0003",13.7341160745604,0.52185924483343
"ISOC0005",20.2992900511739,24.2131193973984
"ISOC0006",0.00234027662390876,46.2931238065301
"ISOC0007",21.9363500696595,12.1557441757363
"ISOC0008",24.546991578881,5.66776290626996
