"indicator","PC1","PC2"
"ISOC0001",8.82363870017247,0
"ISOC0002",10.6572732489289,0
"ISOC0003",13.7341160745604,0
"ISOC0005",20.2992900511739,0
"ISOC0006",0.00234027662390876,0
"ISOC0007",21.9363500696595,0
"ISOC0008",24.546991578881,0
