"dimension","PC1","PC2"
"ECO_PC1",20.3890802645404,27.1250984932354
"ECO_PC2",15.3323243653568,3.24046273613116
"ENV_PC1",21.9636736805339,27.1389625482656
"SOC_PC1",0.802284848345711,38.1206141152921
"SOC_PC2",41.5126368412234,4.37486210707587
