"indicator","Contribucion_Pct"
"IECO0001",0.766362245380769
"IECO0002",13.6121432712181
"IECO0005",26.7998893559498
"IECO0009",20.9242288651759
"IECO0018",10.5076294747167
"IECO0019",27.3897467875589
