"Country 2-digit ISO,""Country"",""Country appear"",""Region Code"",""Region name"",""NUTS name short"",""NUTS Name"",""Index"",""Component"",""CODE1"",""Component + code 1"",""Value"",""National value"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""BASIC SUB-INDEX"",""Water and Sanitation"",""12"",""12. Water and Sanitation"",""97,1"",""96,8"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""BASIC SUB-INDEX"",""Shelter"",""13"",""13. Shelter"",""91,5"",""88,3"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""BASIC SUB-INDEX"",""Personal Security"",""14"",""14. Personal Security"",""84,8"",""79,3"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""FOUNDATION SUB-INDEX"",""Basic Knowledge"",""21"",""21. Basic Knowledge"",""72,8"",""74,3"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""FOUNDATION SUB-INDEX"",""ICT Access"",""22"",""22. ICT Access"",""77,9"",""82"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""FOUNDATION SUB-INDEX"",""Health and Wellness"",""23"",""23. Health and Wellness"",""73,3"",""73"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""FOUNDATION SUB-INDEX"",""Environmental Quality"",""24"",""24. Environmental Quality"",""45,7"",""41,5"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""OPPORTUNITY SUB-INDEX"",""Personal Rights"",""31"",""31. Personal Rights"",""49,5"",""55,8"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""OPPORTUNITY SUB-INDEX"",""Personal Freedom and Choice"",""32"",""32. Personal Freedom and Choice"",""75,5"",""75,8"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""OPPORTUNITY SUB-INDEX"",""Tolerance Inclusion"",""33"",""33. Tolerance Inclusion"",""67,2"",""69,2"""
"AT,""Austria"",""0"",""AT21"",""KÃ¤rnten"",""AT21 - KÃ¤rnten"",""AT21 - KÃ¤rnten"",""OPPORTUNITY SUB-INDEX"",""Advanced Education"",""34"",""34. Advanced Education"",""63,4"",""73,5"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""EU_SPI"",""EU SOCIAL PROGRESS INDEX"",""1"",""1. EU SOCIAL PROGRESS INDEX"",""74,1"",""74"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""BASIC SUB-INDEX"",""BASIC SUB-INDEX"",""10"",""10. BASIC SUB-INDEX"",""89,6"",""87,9"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""FOUNDATION SUB-INDEX"",""FOUNDATION SUB-INDEX"",""20"",""20. FOUNDATION SUB-INDEX"",""65,1"",""66,7"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""OPPORTUNITY SUB-INDEX"",""OPPORTUNITY SUB-INDEX"",""30"",""30. OPPORTUNITY SUB-INDEX"",""68,8"",""68,3"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""BASIC SUB-INDEX"",""Nutrition and Care"",""11"",""11. Nutrition and Care"",""88"",""87,6"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""BASIC SUB-INDEX"",""Water and Sanitation"",""12"",""12. Water and Sanitation"",""97"",""96,8"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""BASIC SUB-INDEX"",""Shelter"",""13"",""13. Shelter"",""89,2"",""88,3"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""BASIC SUB-INDEX"",""Personal Security"",""14"",""14. Personal Security"",""84,4"",""79,3"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""FOUNDATION SUB-INDEX"",""Basic Knowledge"",""21"",""21. Basic Knowledge"",""73,9"",""74,3"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""FOUNDATION SUB-INDEX"",""ICT Access"",""22"",""22. ICT Access"",""77,4"",""82"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""FOUNDATION SUB-INDEX"",""Health and Wellness"",""23"",""23. Health and Wellness"",""71,6"",""73"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""FOUNDATION SUB-INDEX"",""Environmental Quality"",""24"",""24. Environmental Quality"",""41"",""41,5"""
