"indicator","PC1","PC2","PC3"
"IECO0001",25.7862705891571,1.03452636034098,1.57410339389336
"IECO0002",21.3038754131693,6.35145124842853,10.1004640231057
"IECO0005",4.78843462052172,29.1157017929521,50.0549259575699
"IECO0009",2.34973115155481,47.6356250846167,33.8723274620313
"IECO0018",25.2758296163876,0.161309932709332,1.44469116772027
"IECO0019",20.4958586092096,15.7013855809522,2.95348799567935
