"indicator","PC1","PC2","PC3"
"ISOC0001",25.7497136862416,11.5642668093465,0.164992472357835
"ISOC0002",23.3792864799538,14.0938604804547,0.0731942919033166
"ISOC0005",4.65380015193847,6.10407530585381,85.4876918726083
"ISOC0006",7.65258007790633,39.7885704431331,7.74766928200385
"ISOC0007",18.2090415987553,24.7983318842975,1.96012152112151
"ISOC0008",20.3555780052046,3.65089507691448,4.56633056000522
